LDCS,LDCS_name,JACS,JACS specific title,CAH1 code,CAH1 name,CAH2 code,CAH2 name,CAH3 code,CAH3 name
RB.9,mathematics for specific applications,G190,Mathematics not elsewhere classified,CAH09,Mathematical sciences,CAH09-01,Mathematical sciences,CAH09-01-01,Mathematics
RB.91,engineering mathematics,G160,Engineering/industrial mathematics,CAH09,Mathematical sciences,CAH09-01,Mathematical sciences,CAH09-01-01,Mathematics
RB.92,industrial mathematics,G160,Engineering/industrial mathematics,CAH09,Mathematical sciences,CAH09-01,Mathematical sciences,CAH09-01-01,Mathematics
RC.,PHYSICS,F300,Physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.1,physics (general),F300,Physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.11,computational physics,F343,Computational physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.12,analytical physics,F310,Applied physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.2,mechanics (physics),F310,Applied physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.21,theoretical mechanics,F310,Applied physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.22,stress mechanics,F311,Engineering physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.23,solid mechanics,H142,Solid mechanics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.24,fluid mechanics,H141,Fluid mechanics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.241,aerodynamics,H440,Aerodynamics,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-04,Aeronautical and aerospace engineering
RC.242,hydraulics (physics),F311,Engineering physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.243,pneumatics (physics),F311,Engineering physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.25,acoustics / vibration (physics),F390,Physics not elsewhere classified,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.252,electroacoustics,H341,Acoustics,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-02,Mechanical engineering
RC.3,optics,F360,Optical physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.4,thermal physics,F390,Physics not elsewhere classified,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.5,electricity and magnetism (physics),F390,Physics not elsewhere classified,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.52,electronics (physics),F390,Physics not elsewhere classified,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.53,electromagnetism,F341,Electromagnetism,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.54,magnetism,F340,Mathematical & theoretical physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.6,chemical physics / physics of matter,F320,Chemical physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.61,chemical physics,F320,Chemical physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.62,quantum mechanics,F342,Quantum mechanics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.63,particle physics,F370,Nuclear & particle physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.64,nuclear physics,F370,Nuclear & particle physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.641,radiology (physics),F390,Physics not elsewhere classified,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.65,atomic physics,F370,Nuclear & particle physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.66,molecular physics,F370,Nuclear & particle physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.67,radiation physics,F351,Radiation physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.7,theoretical physics,F300,Physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.71,mathematical physics,F340,Mathematical & theoretical physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.72,cosmology,F510,Astrophysics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RC.8,applied physics,F310,Applied physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.81,engineering physics,F311,Engineering physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.83,atmospheric physics,F331,Atmospheric physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RC.85,medical physics,F350,Medical physics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
RD.,CHEMISTRY,F100,Chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.1,chemistry (general),F100,Chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.11,computational chemistry,F190,Chemistry not elsewhere classified,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.2,theoretical chemistry,F100,Chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.3,physical chemistry,F170,Physical chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.32,computational chemistry,F190,Chemistry not elsewhere classified,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.36,atomic chemistry,F170,Physical chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.361,molecular chemistry,F170,Physical chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.363,radiochemistry,F190,Chemistry not elsewhere classified,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.38,surface chemistry,F170,Physical chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.4,organic chemistry,F160,Organic chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.5,inorganic chemistry,F120,Inorganic chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.51,mineralogy,F200,Materials science,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-03,Materials science
RD.52,crystallography,F131,Crystallography,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.6,applied chemistry,F110,Applied chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.61,analytical chemistry,F180,Analytical chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.611,spectrochemical analysis,F180,Analytical chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.612,instrumental analysis,F180,Analytical chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.62,industrial chemistry,F111,Industrial chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.621,aerosol technology,F190,Chemistry not elsewhere classified,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.622,colour chemistry,F112,Colour chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.623,metallurgical chemistry,F110,Applied chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.624,petrochemistry,F110,Applied chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RD.63,medical chemistry,F150,Medicinal chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RE.,ASTRONOMY / SPACE SCIENCE,F520,Space & planetary sciences,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RE.1,astronomy,F500,Astronomy,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RE.12,solar system,F520,Space & planetary sciences,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RE.13,planetology,F500,Astronomy,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RE.2,astrophysics,F510,Astrophysics,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RE.4,space science,F521,Space science,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RE.41,space exploration,F521,Space science,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RE.42,space research,F521,Space science,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-02,Astronomy
RE.5,navigation science (theory),F990,Physical sciences not elsewhere classified,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-01,Physical sciences (non-specific)
RE.52,chronology / chronometry,F990,Physical sciences not elsewhere classified,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-01,Physical sciences (non-specific)
RE.6,astrobiology,F990,Physical sciences not elsewhere classified,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-01,Physical sciences (non-specific)
RF.,RF.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RF.2,geology,F600,Geology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.21,petrology,F600,Geology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.22,applied geology,F610,Applied geology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.221,engineering geology,F612,Engineering geology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.222,engineering geomorphology,F842,Geomorphology,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.223,exploration geology,F621,Exploration geology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.224,petroleum geology,F621,Exploration geology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.23,paleontology,F641,Palaeontology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.232,geological data analysis,F690,Geology not elsewhere classified,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.233,sedimentology,F650,Geological oceanography,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.235,quaternary studies,F643,Quaternary studies,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.24,marine geology,F650,Geological oceanography,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.3,geophysics,F643,Quaternary studies,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.34,seismology,F681,Seismology & tectonics,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.4,geography,F800,Physical geographical sciences,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.42,physical geography,F840,Physical geography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.43,economic geography,L721,Economic geography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
RF.44,social geography,L700,Human & social geography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
RF.441,historical geography,L725,Historical geography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
RF.442,human geography,L700,Human & social geography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
RF.45,geography of specific areas,L710,Human & social geography by area,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
RF.46,maritime geography,F841,Maritime geography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.5,meteorology,F761,Meteorology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RF.51,climatology,F760,Climatology,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.6,hydrology,F752,Hydrology,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.62,marine hydrology,F752,Hydrology,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.7,soil science,F770,Soil science,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.8,oceanography,F752,Hydrology,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RF.9,geochemistry,F670,Geochemistry,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RG.,RG.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RG.1,land and sea surveying (general),F732,Oceanographic survey & monitoring,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RG.2,surveying methods,H240,Surveying science,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RG.21,aerial surveying,H240,Surveying science,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RG.22,geodetic surveying,H240,Surveying science,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RG.23,photogrammetry,F843,Topography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RG.231,remote sensing,F845,Remote sensing,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-05,Others in geographical studies
RG.3,topographic science,F843,Topography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RG.4,cartography,F844,Cartography,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RG.41,map reading,F890,Physical geographical sciences not elsewhere classified,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-02,Physical geographical sciences
RG.5,hydrographic surveying,H240,Surveying science,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RG.6,geographical / land survey information management,F846,Geographical information systems,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-05,Others in geographical studies
RG.7,applied land and sea surveying,H240,Surveying science,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RG.71,civil engineering surveying,H242,Engineering surveying,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RG.8,natural resource management (surveying),H240,Surveying science,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RG.81,land resource management (surveying),H240,Surveying science,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RG.84,rural resource management (surveying),H240,Surveying science,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
RH.,LIFE SCIENCES,C000,Biological sciences,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-01,Biosciences (non-specific)
RH.1,ecology,C180,Ecology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-03,Ecology and environmental biology
RH.11,landscape ecology,C185,Ecosystem ecology & land use,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-03,Ecology and environmental biology
RH.12,terrestrial ecosystems,C180,Ecology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-03,Ecology and environmental biology
RH.13,marine ecosystems,C180,Ecology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-03,Ecology and environmental biology
RH.14,population dynamics,C170,Population biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-03,Ecology and environmental biology
RH.2,natural history,C190,Biology not elsewhere classified,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.21,RH.21,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.211,RH.211,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.212,RH.212,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.213,RH.213,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.22,freshwater life,D435,Aquaculture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
RH.23,RH.23,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.24,RH.24,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.241,RH.241,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.25,RH.25,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.26,RH.26,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.27,RH.27,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.28,birds (ornithology),C190,Biology not elsewhere classified,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.29,RH.29,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
RH.3,biology,C100,Biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-02,Biology (non-specific)
RH.31,biology (general),C100,Biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-02,Biology (non-specific)
RH.311,biometry,C191,Biometry,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.3111,computational biology,C910,Applied biological sciences,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.312,social biology,C910,Applied biological sciences,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.3121,behavioural biology,C120,Behavioural biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-06,Zoology
RH.313,evolutionary biology,C182,Evolution,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.315,palaeobiology,F641,Palaeontology,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-02,Earth sciences
RH.32,biology of specific environments,C190,Biology not elsewhere classified,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.321,hydrobiology,C160,Marine/Freshwater biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-03,Ecology and environmental biology
RH.3211,fresh water biology,C162,Freshwater biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-03,Ecology and environmental biology
RH.3212,marine biology,C161,Marine biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-03,Ecology and environmental biology
RH.33,genetics,C400,Genetics,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-07,Genetics
RH.331,animal genetics,C432,Veterinary genetics,CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
RH.332,plant genetics,C490,Genetics not elsewhere classified,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-07,Genetics
RH.333,human genetics,C420,Human genetics,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-07,Genetics
RH.34,cell biology,C130,Cell biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.342,histology,C130,Cell biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.35,embryology,C142,Reproductive biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-06,Zoology
RH.36,molecular biology,C720,Biological chemistry,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-08,"Molecular biology, biophysics and biochemistry"
RH.361,biophysics,C770,Biophysical science,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-08,"Molecular biology, biophysics and biochemistry"
RH.364,neuroscience / neurobiology,B140,Neuroscience,CAH02,Subjects allied to medicine,CAH02-03,Subjects allied to medicine not otherwise specified,CAH02-03-12,Others in subjects allied to medicine
RH.37,parasitology,C111,Parasitology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.38,microbiology,C500,Microbiology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.383,virology,C540,Virology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.384,immunology (microbiology),C550,Immunology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.4,human biology / biomedicine,C910,Applied biological sciences,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.41,human biology,C190,Biology not elsewhere classified,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.42,anatomy (human),B110,Anatomy,CAH02,Subjects allied to medicine,CAH02-03,Subjects allied to medicine not otherwise specified,CAH02-03-11,"Anatomy, physiology and pathology"
RH.43,physiology (human),B120,Physiology,CAH02,Subjects allied to medicine,CAH02-03,Subjects allied to medicine not otherwise specified,CAH02-03-11,"Anatomy, physiology and pathology"
RH.46,biomedical sciences,C910,Applied biological sciences,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.461,biomedical physics,C910,Applied biological sciences,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.462,biomedical technology,C910,Applied biological sciences,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.463,medical biochemistry,C741,Medical biochemistry,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-08,"Molecular biology, biophysics and biochemistry"
RH.464,medical microbiology,C521,Medical microbiology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.465,toxicology,B220,Toxicology,CAH02,Subjects allied to medicine,CAH02-02,"Pharmacology, toxicology and pharmacy",CAH02-02-02,Toxicology
RH.5,biochemistry,C720,Biological chemistry,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-08,"Molecular biology, biophysics and biochemistry"
RH.6,botany,C200,Botany,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-05,Plant sciences
RH.61,plant physiology,C260,Plant physiology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-05,Plant sciences
RH.612,plant biochemistry,C750,Plant biochemistry,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-08,"Molecular biology, biophysics and biochemistry"
RH.62,plant pathology,C250,Plant pathology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.65,plant taxonomy,P110,Information management,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
RH.66,mycology,C220,Mycology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.7,zoology,C300,Zoology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-06,Zoology
RH.71,animal physiology,D322,Animal physiology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-06,Zoology
RH.72,animal pathology,D323,Animal pathology,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-01,Animal science
RH.73,applied zoology,C310,Applied zoology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-06,Zoology
RH.8,applied life sciences,C910,Applied biological sciences,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.81,applied biology,C110,Applied biology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-10,Others in biosciences
RH.82,biotechnology,J700,Biotechnology,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-05,Biotechnology
RH.821,microbial biotechnology,J700,Biotechnology,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-05,Biotechnology
RH.822,plant biotechnology,J710,Plant biotechnology,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-05,Biotechnology
RH.823,process biotechnology,J740,Industrial biotechnology,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-05,Biotechnology
RH.83,applied microbiology,C510,Applied microbiology,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-04,Microbiology and cell science
RH.86,applied biochemistry,J700,Biotechnology,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-05,Biotechnology
RH.861,industrial biochemistry,C710,"Applied molecular biology, biophysics & biochemistry",CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-08,"Molecular biology, biophysics and biochemistry"
RH.862,bioengineering,H160,"Bioengineering, biomedical engineering & clinical engineering",CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-06,"Bioengineering, medical and biomedical engineering"
RH.87,genetic engineering,C460,Genetic engineering,CAH03,Biological and sport sciences,CAH03-01,Biosciences,CAH03-01-07,Genetics
RJ.,MATERIALS SCIENCE,F200,Materials science,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-03,Materials science
RJ.1,polymer science,F200,Materials science,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-03,Materials science
RJ.11,polymer chemistry,F162,Polymer chemistry,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
RJ.12,polymer physics,F200,Materials science,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-03,Materials science
RJ.2,wood science,F200,Materials science,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-03,Materials science
